filename,xmin,xmax,ymin,ymax,class,height,width
0000584.jpg,286,447,151,214,2,63,161
0000584.jpg,448,589,149,207,3,58,141
0000583.jpg,95,338,214,285,1,71,243
0000583.jpg,344,506,216,281,2,65,162
0000583.jpg,509,638,220,281,3,61,129
0000582.jpg,122,384,245,330,1,85,262
0000582.jpg,391,572,259,333,2,74,181
0000582.jpg,575,638,265,331,3,66,63
0000581.jpg,269,515,243,320,1,77,246
0000581.jpg,516,639,256,323,2,67,123
0000580.jpg,77,265,118,177,1,59,188
0000580.jpg,281,406,114,162,2,48,125
0000580.jpg,411,521,116,159,3,43,110
0000579.jpg,30,206,241,292,1,51,176
0000579.jpg,221,342,240,288,2,48,121
0000579.jpg,343,450,243,284,3,41,107
0000578.jpg,65,287,363,429,1,66,222
0000578.jpg,310,459,362,425,2,63,149
0000578.jpg,467,608,368,427,3,59,141
0000577.jpg,53,272,67,139,1,72,219
0000577.jpg,297,446,57,122,2,65,149
0000577.jpg,452,586,56,112,3,56,134
0000576.jpg,36,263,78,150,1,72,227
0000576.jpg,285,433,72,136,2,64,148
0000576.jpg,442,578,72,130,3,58,136
0000575.jpg,5,218,221,314,1,93,213
0000575.jpg,242,406,211,284,2,73,164
0000575.jpg,416,566,206,271,3,65,150
0000574.jpg,55,349,165,253,1,88,294
0000574.jpg,353,550,172,256,2,84,197
0000574.jpg,552,638,187,257,3,70,86
0000573.jpg,33,265,260,328,1,68,232
0000573.jpg,262,405,268,330,2,62,143
0000573.jpg,406,538,279,340,3,61,132
0000572.jpg,5,193,409,473,1,64,188
0000572.jpg,197,328,426,471,2,45,131
0000572.jpg,332,455,431,477,3,46,123
0000571.jpg,3,273,136,275,1,139,270
0000571.jpg,276,562,157,276,2,119,286
0000571.jpg,566,638,178,278,3,100,72
0000570.jpg,55,491,294,469,1,175,436
0000570.jpg,495,638,356,475,2,119,143
0000569.jpg,1,60,147,287,1,140,59
0000569.jpg,46,354,175,305,2,130,308
0000569.jpg,366,636,194,322,3,128,270
0000568.jpg,17,300,252,367,2,115,283
0000568.jpg,309,556,263,369,3,106,247
0000567.jpg,4,115,192,291,1,99,111
0000567.jpg,116,360,192,286,2,94,244
0000567.jpg,354,569,206,284,3,78,215
0000566.jpg,13,279,220,303,1,83,266
0000566.jpg,275,452,215,289,2,74,177
0000566.jpg,454,615,224,289,3,65,161
0000565.jpg,42,351,240,339,1,99,309
0000565.jpg,354,561,264,343,2,79,207
0000565.jpg,565,639,278,353,3,75,74
0000564.jpg,3,265,227,314,1,87,262
0000564.jpg,276,456,234,315,2,81,180
0000564.jpg,453,622,245,316,3,71,169
0000563.jpg,117,309,301,366,1,65,192
0000563.jpg,310,445,303,360,2,57,135
0000563.jpg,437,549,311,355,3,44,112
0000562.jpg,157,339,174,234,1,60,182
0000562.jpg,340,465,174,231,2,57,125
0000562.jpg,466,573,189,231,3,42,107
0000561.jpg,9,273,258,347,1,89,264
0000561.jpg,289,460,258,339,2,81,171
0000561.jpg,460,623,270,336,3,66,163
0000560.jpg,164,416,198,291,1,93,252
0000560.jpg,432,617,202,276,2,74,185
0000559.jpg,35,290,269,364,1,95,255
0000559.jpg,308,480,265,344,2,79,172
0000559.jpg,542,639,266,328,3,62,97
0000558.jpg,23,326,301,424,1,123,303
0000558.jpg,416,501,193,397,2,204,85
0000558.jpg,539,616,204,380,3,176,77
0000557.jpg,170,472,309,416,1,107,302
0000557.jpg,562,637,207,419,2,212,75
0000556.jpg,247,562,288,396,1,108,315
0000555.jpg,28,187,106,477,1,371,159
0000555.jpg,314,406,203,450,2,247,92
0000555.jpg,449,534,214,418,3,204,85
0000554.jpg,71,231,32,451,1,419,160
0000554.jpg,362,470,151,416,2,265,108
0000554.jpg,504,600,172,386,3,214,96
0000553.jpg,136,252,93,444,1,351,116
0000553.jpg,366,477,205,435,2,230,111
0000553.jpg,496,594,229,423,3,194,98
0000551.jpg,114,213,86,330,1,244,99
0000551.jpg,295,360,144,313,2,169,65
0000551.jpg,390,451,156,301,3,145,61
0000550.jpg,101,193,69,303,1,234,92
0000550.jpg,277,343,137,295,2,158,66
0000550.jpg,362,428,148,286,3,138,66
0000549.jpg,216,276,231,377,1,146,60
0000549.jpg,330,371,268,374,2,106,41
0000549.jpg,384,425,276,368,3,92,41
0000548.jpg,178,230,267,420,1,153,52
0000548.jpg,287,330,308,418,2,110,43
0000548.jpg,341,382,320,409,3,89,41
0000547.jpg,309,366,222,364,1,142,57
0000547.jpg,418,463,262,362,2,100,45
0000547.jpg,472,513,269,359,3,90,41
0000546.jpg,271,323,241,386,1,145,52
0000546.jpg,376,421,289,387,2,98,45
0000546.jpg,432,477,296,384,3,88,45
0000545.jpg,198,255,80,227,1,147,57
0000545.jpg,303,348,121,223,2,102,45
0000545.jpg,358,399,132,221,3,89,41
0000544.jpg,113,168,102,249,1,147,55
0000544.jpg,216,260,145,248,2,103,44
0000544.jpg,271,313,153,243,3,90,42
0000543.jpg,70,129,203,360,1,157,59
0000543.jpg,180,230,250,356,2,106,50
0000543.jpg,242,288,258,352,3,94,46
0000542.jpg,133,226,124,388,1,264,93
0000542.jpg,317,398,205,385,2,180,81
0000542.jpg,412,495,224,380,3,156,83
0000541.jpg,454,535,112,392,1,280,81
0000540.jpg,103,257,67,389,1,322,154
0000540.jpg,314,447,157,433,2,276,133
0000540.jpg,451,578,191,462,3,271,127
0000539.jpg,145,303,32,346,1,314,158
0000539.jpg,360,502,104,363,2,259,142
0000539.jpg,497,629,123,383,3,260,132
0000538.jpg,122,253,115,384,1,269,131
0000538.jpg,317,429,176,392,2,216,112
0000538.jpg,436,538,189,400,3,211,102
0000537.jpg,167,291,96,367,1,271,124
0000537.jpg,378,473,167,376,2,209,95
0000537.jpg,495,585,187,386,3,199,90
0000536.jpg,256,341,100,327,1,227,85
0000536.jpg,422,494,179,350,2,171,72
0000536.jpg,515,586,205,366,3,161,71
0000535.jpg,252,321,114,268,1,154,69
0000535.jpg,373,425,158,273,2,115,52
0000535.jpg,439,486,169,275,3,106,47
0000534.jpg,286,345,150,307,1,157,59
0000534.jpg,406,450,199,316,2,117,44
0000534.jpg,469,510,213,318,3,105,41
0000533.jpg,145,221,103,274,1,171,76
0000533.jpg,267,330,147,277,2,130,63
0000533.jpg,341,397,156,279,3,123,56
0000532.jpg,187,254,226,413,1,187,67
0000532.jpg,313,366,288,424,2,136,53
0000532.jpg,383,436,306,434,3,128,53
0000531.jpg,117,206,169,396,1,227,89
0000531.jpg,284,351,240,407,2,167,67
0000531.jpg,374,438,258,415,3,157,64
0000530.jpg,138,230,130,360,1,230,92
0000530.jpg,303,378,193,367,2,174,75
0000530.jpg,398,463,212,374,3,162,65
0000529.jpg,165,317,13,408,1,395,152
0000529.jpg,474,597,131,426,2,295,123
0000528.jpg,333,489,38,467,1,429,156
0000527.jpg,90,213,62,384,1,322,123
0000527.jpg,343,436,166,396,2,230,93
0000527.jpg,465,556,196,403,3,207,91
0000526.jpg,166,334,4,363,1,359,168
0000526.jpg,494,618,81,388,2,307,124
0000525.jpg,145,298,27,425,2,398,153
0000525.jpg,368,506,73,429,3,356,138
0000524.jpg,114,263,50,430,2,380,149
0000524.jpg,328,466,97,428,3,331,138
0000523.jpg,88,191,134,387,2,253,103
0000523.jpg,230,320,170,388,3,218,90
0000522.jpg,100,208,36,384,1,348,108
0000522.jpg,355,451,147,401,2,254,96
0000522.jpg,494,585,187,409,3,222,91
0000521.jpg,121,224,75,407,1,332,103
0000521.jpg,355,451,178,412,2,234,96
0000521.jpg,486,579,209,415,3,206,93
0000520.jpg,88,180,78,398,1,320,92
0000520.jpg,307,396,189,415,2,226,89
0000520.jpg,429,511,224,421,3,197,82
0000519.jpg,7,116,4,372,1,368,109
0000519.jpg,240,351,124,416,2,292,111
0000519.jpg,386,504,164,443,3,279,118
0000518.jpg,112,211,11,334,1,323,99
0000518.jpg,312,417,116,373,2,257,105
0000518.jpg,450,551,146,394,3,248,101
0000517.jpg,162,246,47,309,1,262,84
0000517.jpg,327,411,137,339,2,202,84
0000517.jpg,431,514,164,354,3,190,83
0000516.jpg,104,179,45,291,1,246,75
0000516.jpg,267,341,120,305,2,185,74
0000516.jpg,369,441,140,313,3,173,72
0000515.jpg,124,197,82,323,1,241,73
0000515.jpg,291,364,163,337,2,174,73
0000515.jpg,391,456,183,345,3,162,65
0000514.jpg,95,176,86,350,1,264,81
0000514.jpg,280,357,181,363,2,182,77
0000514.jpg,382,454,212,374,3,162,72
0000513.jpg,98,228,62,469,1,407,130
0000513.jpg,347,448,178,436,2,258,101
0000513.jpg,465,556,206,422,3,216,91
0000512.jpg,116,244,22,408,1,386,128
0000512.jpg,340,431,130,374,2,244,91
0000512.jpg,441,521,160,358,3,198,80
0000511.jpg,175,292,53,394,1,341,117
0000511.jpg,373,456,144,356,2,212,83
0000511.jpg,463,536,165,344,3,179,73
0000510.jpg,268,353,189,452,1,263,85
0000510.jpg,421,490,262,437,2,175,69
0000510.jpg,500,558,276,425,3,149,58
0000509.jpg,319,383,125,302,1,177,64
0000509.jpg,421,471,177,293,2,116,50
0000509.jpg,471,518,191,288,3,97,47
0000508.jpg,309,367,116,277,1,161,58
0000508.jpg,405,454,162,272,2,110,49
0000508.jpg,458,500,176,268,3,92,42
0000507.jpg,255,315,216,373,1,157,60
0000507.jpg,363,412,258,370,2,112,49
0000507.jpg,420,462,270,370,3,100,42
0000506.jpg,268,323,176,333,1,157,55
0000506.jpg,382,427,224,337,2,113,45
0000506.jpg,441,483,240,339,3,99,42
0000505.jpg,248,294,199,352,1,153,46
0000505.jpg,355,397,247,355,2,108,42
0000505.jpg,411,452,261,361,3,100,41
0000504.jpg,221,269,166,319,1,153,48
0000504.jpg,329,371,214,325,2,111,42
0000504.jpg,387,427,226,323,3,97,40
0000503.jpg,226,284,192,372,1,180,58
0000503.jpg,350,402,253,377,2,124,52
0000503.jpg,422,471,269,380,3,111,49
0000502.jpg,219,296,183,401,1,218,77
0000502.jpg,375,444,252,404,2,152,69
0000502.jpg,463,524,268,406,3,138,61
0000501.jpg,464,556,3,240,1,237,92
0000500.jpg,415,455,141,232,2,91,40
0000500.jpg,468,505,145,226,3,81,37
0000500.jpg,499,542,96,220,1,124,43
0000499.jpg,138,176,176,270,2,94,38
0000499.jpg,193,228,181,265,3,84,35
0000499.jpg,225,265,133,263,1,130,40
0000498.jpg,378,430,289,402,2,113,52
0000498.jpg,441,488,300,405,3,105,47
0000498.jpg,485,536,240,398,1,158,51
0000497.jpg,301,352,247,383,2,136,51
0000497.jpg,374,421,258,378,3,120,47
0000497.jpg,419,478,183,367,1,184,59
0000496.jpg,279,377,261,478,2,217,98
0000496.jpg,401,487,266,464,3,198,86
0000496.jpg,477,570,141,434,1,293,93
0000495.jpg,350,403,314,404,3,90,53
0000495.jpg,387,445,232,415,1,183,58
0000495.jpg,473,528,147,280,2,133,55
0000494.jpg,242,307,269,415,3,146,65
0000494.jpg,296,375,181,400,1,219,79
0000494.jpg,418,493,96,250,2,154,75
0000493.jpg,226,297,254,416,3,162,71
0000493.jpg,291,373,159,401,1,242,82
0000493.jpg,428,506,57,227,2,170,78
0000492.jpg,178,248,207,423,1,216,70
0000492.jpg,304,366,107,265,2,158,62
0000492.jpg,424,487,130,261,3,131,63
0000491.jpg,310,390,221,450,1,229,80
0000491.jpg,445,523,122,289,2,167,78
0000491.jpg,578,638,150,291,3,141,60
0000490.jpg,156,196,201,329,1,128,40
0000490.jpg,230,266,148,238,2,90,36
0000490.jpg,299,333,158,239,3,81,34
0000489.jpg,226,267,213,339,1,126,41
0000489.jpg,304,339,164,253,2,89,35
0000489.jpg,368,406,176,258,3,82,38
0000488.jpg,361,406,125,265,1,140,45
0000488.jpg,447,489,61,165,2,104,42
0000488.jpg,522,566,72,167,3,95,44
0000487.jpg,365,410,156,298,1,142,45
0000487.jpg,450,490,96,196,2,100,40
0000487.jpg,525,569,107,201,3,94,44
0000486.jpg,283,345,178,389,1,211,62
0000486.jpg,410,471,88,242,2,154,61
0000486.jpg,524,587,111,250,3,139,63
0000485.jpg,234,301,287,478,1,191,67
0000485.jpg,368,428,193,351,2,158,60
0000485.jpg,483,545,221,362,3,141,62
0000484.jpg,228,286,40,169,2,129,58
0000484.jpg,320,372,49,165,3,116,52
0000484.jpg,135,198,120,301,1,181,63
0000483.jpg,94,159,181,369,1,188,65
0000483.jpg,196,252,103,235,2,132,56
0000483.jpg,293,345,119,239,3,120,52
0000482.jpg,230,298,305,477,1,172,68
0000482.jpg,347,412,211,369,2,158,65
0000482.jpg,463,523,233,374,3,141,60
0000481.jpg,250,314,324,480,1,156,64
0000481.jpg,366,425,234,384,2,150,59
0000481.jpg,477,535,251,388,3,137,58
0000480.jpg,498,557,133,322,1,189,59
0000480.jpg,597,640,57,189,2,132,43
0000479.jpg,477,535,154,341,1,187,58
0000479.jpg,573,626,80,210,2,130,53
0000478.jpg,128,191,162,350,1,188,63
0000478.jpg,211,263,85,211,2,126,52
0000478.jpg,303,349,97,207,3,110,46
0000477.jpg,2,18,49,178,2,129,16
0000477.jpg,64,108,64,172,3,108,44
0000476.jpg,28,78,139,254,3,115,50
0000475.jpg,44,113,208,358,3,150,69
0000474.jpg,61,134,212,386,2,174,73
0000474.jpg,197,262,235,387,3,152,65
0000473.jpg,92,161,209,390,2,181,69
0000473.jpg,228,292,233,386,3,153,64
0000472.jpg,152,240,258,475,2,217,88
0000472.jpg,308,400,293,479,3,186,92
0000471.jpg,164,254,166,386,2,220,90
0000471.jpg,324,414,200,397,3,197,90
0000471.jpg,1,74,293,478,1,185,73
0000470.jpg,2,49,285,477,1,192,47
0000470.jpg,120,200,189,370,2,181,80
0000470.jpg,236,308,215,376,3,161,72
0000469.jpg,41,130,87,290,2,203,89
0000469.jpg,168,247,122,296,3,174,79
0000468.jpg,84,204,52,410,1,358,120
0000468.jpg,260,355,0,152,2,152,95
0000468.jpg,401,492,1,153,3,152,91
0000467.jpg,195,312,68,444,1,376,117
0000467.jpg,372,476,1,170,2,169,104
0000467.jpg,518,612,1,166,3,165,94
0000466.jpg,212,301,185,468,1,283,89
0000466.jpg,342,419,68,254,2,186,77
0000466.jpg,448,518,87,250,3,163,70
0000465.jpg,185,288,148,449,1,301,103
0000465.jpg,329,413,18,224,2,206,84
0000465.jpg,446,517,40,216,3,176,71
0000464.jpg,307,408,202,451,2,249,101
0000464.jpg,450,539,229,444,3,215,89
0000464.jpg,535,634,113,434,1,321,99
0000463.jpg,230,318,189,402,2,213,88
0000463.jpg,355,433,220,398,3,178,78
0000463.jpg,434,515,117,388,1,271,81
0000462.jpg,304,382,166,340,2,174,78
0000462.jpg,404,476,192,346,3,154,72
0000462.jpg,471,543,109,343,1,234,72
0000461.jpg,308,367,249,379,2,130,59
0000461.jpg,380,427,271,378,3,107,47
0000461.jpg,420,474,207,372,1,165,54
0000460.jpg,217,260,126,222,2,96,43
0000460.jpg,270,311,137,219,3,82,41
0000460.jpg,299,340,87,214,1,127,41
0000459.jpg,258,298,106,205,2,99,40
0000459.jpg,311,347,120,202,3,82,36
0000459.jpg,339,380,71,195,1,124,41
0000458.jpg,313,355,144,237,2,93,42
0000458.jpg,369,407,158,233,3,75,38
0000458.jpg,399,437,107,225,1,118,38
0000457.jpg,125,163,175,270,2,95,38
0000457.jpg,180,222,186,268,3,82,42
0000457.jpg,217,257,133,262,1,129,40
0000456.jpg,248,287,156,245,2,89,39
0000456.jpg,304,339,168,244,3,76,35
0000456.jpg,338,379,125,244,1,119,41
0000455.jpg,278,316,184,272,2,88,38
0000455.jpg,333,370,195,276,3,81,37
0000455.jpg,376,414,150,276,1,126,38
0000454.jpg,142,184,150,245,2,95,42
0000454.jpg,203,239,163,252,3,89,36
0000454.jpg,251,295,117,250,1,133,44
0000453.jpg,199,243,119,224,2,105,44
0000453.jpg,266,306,136,229,3,93,40
0000453.jpg,317,364,86,232,1,146,47
0000452.jpg,248,297,110,225,2,115,49
0000452.jpg,323,365,124,228,3,104,42
0000452.jpg,382,433,67,225,1,158,51
0000451.jpg,256,306,74,197,2,123,50
0000451.jpg,329,376,94,202,3,108,47
0000451.jpg,390,445,31,206,1,175,55
0000450.jpg,197,258,166,313,2,147,61
0000450.jpg,283,345,184,313,3,129,62
0000450.jpg,356,425,103,316,1,213,69
0000449.jpg,105,192,203,424,2,221,87
0000449.jpg,240,318,233,432,3,199,78
0000449.jpg,343,440,126,436,1,310,97
0000448.jpg,160,248,193,410,2,217,88
0000448.jpg,277,353,222,418,3,196,76
0000448.jpg,402,501,108,421,1,313,99
0000447.jpg,177,258,125,336,2,211,81
0000447.jpg,287,363,152,342,3,190,76
0000447.jpg,409,497,40,347,1,307,88
0000446.jpg,261,351,166,366,2,200,90
0000446.jpg,366,446,200,379,3,179,80
0000446.jpg,483,587,101,393,1,292,104
0000445.jpg,216,306,151,362,2,211,90
0000445.jpg,336,414,182,374,3,192,78
0000445.jpg,462,560,67,381,1,314,98
0000444.jpg,204,288,181,376,2,195,84
0000444.jpg,315,390,209,389,3,180,75
0000444.jpg,435,523,105,396,1,291,88
0000443.jpg,124,195,166,333,2,167,71
0000443.jpg,220,285,187,342,3,155,65
0000443.jpg,322,399,99,345,1,246,77
0000442.jpg,89,147,85,219,2,134,58
0000442.jpg,161,215,106,224,3,118,54
0000442.jpg,243,304,38,235,1,197,61
0000441.jpg,236,291,123,249,2,126,55
0000441.jpg,307,357,141,256,3,115,50
0000441.jpg,387,444,72,265,1,193,57
0000440.jpg,370,427,121,245,2,124,57
0000440.jpg,442,495,133,250,3,117,53
0000440.jpg,520,584,54,250,1,196,64
0000439.jpg,357,406,170,277,2,107,49
0000439.jpg,417,462,189,292,3,103,45
0000439.jpg,487,538,133,302,1,169,51
0000438.jpg,146,186,78,175,2,97,40
0000438.jpg,200,236,94,182,3,88,36
0000438.jpg,257,299,45,187,1,142,42
0000437.jpg,127,166,123,217,2,94,39
0000437.jpg,180,219,135,222,3,87,39
0000437.jpg,237,282,84,221,1,137,45
0000436.jpg,2,43,100,194,2,94,41
0000436.jpg,56,93,118,204,3,86,37
0000436.jpg,112,161,71,207,1,136,49
0000435.jpg,314,353,202,292,2,90,39
0000435.jpg,365,402,216,295,3,79,37
0000435.jpg,422,462,172,295,1,123,40
0000434.jpg,190,228,218,308,2,90,38
0000434.jpg,241,274,231,312,3,81,33
0000434.jpg,295,332,189,317,1,128,37
0000433.jpg,409,447,264,351,2,87,38
0000433.jpg,458,488,278,356,3,78,30
0000433.jpg,507,546,238,355,1,117,39
0000432.jpg,340,377,203,284,2,81,37
0000432.jpg,388,421,217,292,3,75,33
0000432.jpg,436,474,175,293,1,118,38
0000431.jpg,298,339,261,361,2,100,41
0000431.jpg,350,394,273,364,3,91,44
0000431.jpg,412,453,220,364,1,144,41
0000430.jpg,184,227,115,210,2,95,43
0000430.jpg,239,278,128,217,3,89,39
0000430.jpg,295,341,79,220,1,141,46
0000429.jpg,124,178,143,259,2,116,54
0000429.jpg,198,241,157,266,3,109,43
0000429.jpg,266,318,98,267,1,169,52
0000428.jpg,359,413,93,216,2,123,54
0000428.jpg,420,471,101,213,3,112,51
0000428.jpg,470,524,33,202,1,169,54
0000427.jpg,287,346,196,326,2,130,59
0000427.jpg,352,407,205,323,3,118,55
0000427.jpg,402,460,131,311,1,180,58
0000426.jpg,117,190,175,337,2,162,73
0000426.jpg,198,264,187,325,3,138,66
0000426.jpg,265,328,104,313,1,209,63
0000425.jpg,238,300,158,320,2,162,62
0000425.jpg,315,370,173,312,3,139,55
0000425.jpg,373,434,95,308,1,213,61
0000424.jpg,152,221,164,341,2,177,69
0000424.jpg,241,305,182,336,3,154,64
0000424.jpg,314,378,96,327,1,231,64
0000423.jpg,168,283,197,472,2,275,115
0000423.jpg,309,412,217,453,3,236,103
0000423.jpg,422,529,81,420,1,339,107
0000422.jpg,169,271,178,445,2,267,102
0000422.jpg,309,397,206,432,3,226,88
0000422.jpg,414,517,84,414,1,330,103
0000421.jpg,257,353,200,422,2,222,96
0000421.jpg,367,454,217,404,3,187,87
0000421.jpg,458,548,103,382,1,279,90
0000420.jpg,138,237,158,391,2,233,99
0000420.jpg,255,344,175,370,3,195,89
0000420.jpg,348,430,61,353,1,292,82
0000419.jpg,174,259,151,354,2,203,85
0000419.jpg,274,345,171,342,3,171,71
0000419.jpg,344,419,73,327,1,254,75
0000418.jpg,94,180,178,356,2,178,86
0000418.jpg,188,254,185,336,3,151,66
0000418.jpg,244,317,97,316,1,219,73
0000417.jpg,112,193,159,333,2,174,81
0000417.jpg,203,273,172,319,3,147,70
0000417.jpg,261,335,80,299,1,219,74
0000416.jpg,92,154,101,233,2,132,62
0000416.jpg,165,220,113,228,3,115,55
0000416.jpg,219,271,45,221,1,176,52
0000415.jpg,318,370,145,273,2,128,52
0000415.jpg,382,428,159,267,3,108,46
0000415.jpg,433,483,94,268,1,174,50
0000414.jpg,207,261,158,288,2,130,54
0000414.jpg,274,320,169,291,3,122,46
0000414.jpg,326,386,106,278,1,172,60
0000413.jpg,343,406,99,253,2,154,63
0000413.jpg,421,478,115,247,3,132,57
0000413.jpg,486,547,36,236,1,200,61
0000412.jpg,319,389,165,330,2,165,70
0000412.jpg,407,467,178,322,3,144,60
0000412.jpg,474,545,94,313,1,219,71
0000411.jpg,184,266,195,403,2,208,82
0000411.jpg,298,371,217,395,3,178,73
0000411.jpg,392,479,113,391,1,278,87
0000410.jpg,177,256,215,406,2,191,79
0000410.jpg,287,360,242,416,3,174,73
0000410.jpg,388,478,141,424,1,283,90
0000409.jpg,275,341,167,329,2,162,66
0000409.jpg,366,429,184,331,3,147,63
0000409.jpg,451,522,99,328,1,229,71
0000408.jpg,305,358,255,375,2,120,53
0000408.jpg,376,425,269,380,3,111,49
0000408.jpg,442,503,209,392,1,183,61
0000407.jpg,235,289,194,310,2,116,54
0000407.jpg,304,352,202,309,3,107,48
0000407.jpg,366,418,136,301,1,165,52
0000406.jpg,334,380,219,338,2,119,46
0000406.jpg,401,445,229,339,3,110,44
0000406.jpg,464,512,171,338,1,167,48
0000405.jpg,325,377,208,329,2,121,52
0000405.jpg,394,435,221,318,3,97,41
0000405.jpg,452,500,152,320,1,168,48
0000404.jpg,240,292,238,357,2,119,52
0000404.jpg,309,357,247,354,3,107,48
0000404.jpg,365,416,181,349,1,168,51
0000403.jpg,302,352,198,326,2,128,50
0000403.jpg,374,422,210,325,3,115,48
0000403.jpg,434,493,143,322,1,179,59
0000402.jpg,288,350,226,378,2,152,62
0000402.jpg,376,431,245,383,3,138,55
0000402.jpg,452,517,165,381,1,216,65
0000401.jpg,473,547,173,348,2,175,74
0000401.jpg,581,638,199,359,3,160,57
0000400.jpg,332,387,85,226,1,141,55
0000400.jpg,393,441,132,233,2,101,48
0000399.jpg,282,325,116,203,3,87,43
0000399.jpg,342,389,69,206,1,137,47
0000399.jpg,400,440,110,206,2,96,40
0000398.jpg,12,61,256,344,3,88,49
0000398.jpg,71,128,213,349,1,136,57
0000398.jpg,128,176,257,353,2,96,48
0000397.jpg,305,352,162,254,3,92,47
0000397.jpg,369,423,111,258,1,147,54
0000397.jpg,434,476,157,259,2,102,42
0000396.jpg,132,198,160,295,3,135,66
0000396.jpg,225,295,85,299,1,214,70
0000396.jpg,314,377,145,300,2,155,63
0000395.jpg,157,236,178,343,3,165,79
0000395.jpg,261,351,94,351,1,257,90
0000395.jpg,368,448,178,358,2,180,80
0000394.jpg,21,96,185,351,3,166,75
0000394.jpg,126,219,104,361,1,257,93
0000394.jpg,232,312,186,364,2,178,80
0000393.jpg,546,634,159,360,3,201,88
0000392.jpg,235,342,115,369,1,254,107
0000391.jpg,271,377,129,382,1,253,106
0000390.jpg,296,383,110,404,1,294,87
0000390.jpg,410,502,211,434,2,223,92
0000390.jpg,545,636,252,460,3,208,91
0000389.jpg,442,545,64,373,1,309,103
0000389.jpg,571,637,162,400,2,238,66
0000388.jpg,234,348,76,377,1,301,114
0000388.jpg,358,453,169,396,2,227,95
0000388.jpg,483,582,210,421,3,211,99
0000387.jpg,385,458,3,217,1,214,73
0000387.jpg,466,536,58,222,2,164,70
0000387.jpg,565,630,74,223,3,149,65
0000386.jpg,266,334,87,273,1,186,68
0000386.jpg,341,401,137,274,2,137,60
0000386.jpg,415,477,150,274,3,124,62
0000385.jpg,140,202,70,230,1,160,62
0000385.jpg,209,259,111,225,2,114,50
0000385.jpg,279,322,126,226,3,100,43
